property_type,price: ,sleeping_rooms,area
appartment,454198,4,162m2
appartment,512066,4,153m2
house,870085,3,154m2
appartment,40100,5,189m2
appartment,517205,5,145m2
appartment,362865,2,214m2
appartment,933878,2,241m2
house,153550,4,195m2
appartment,439234,3,192m2
appartment,317135,4,194m2
appartment,446630,3,162m2
house,778827,2,154m2
appartment,920833,3,191m2
house,362457,4,205m2
appartment,623143,5,174m2
appartment,582847,3,151m2
appartment,343833,3,148m2
appartment,477359,3,139m2
appartment,255818,2,213m2
appartment,967231,3,231m2
appartment,488610,2,245m2
appartment,373380,4,230m2
appartment,86731,2,149m2
appartment,461300,3,208m2
appartment,361470,2,144m2
house,386832,3,245m2
house,110826,5,191m2
appartment,777711,3,239m2
house,664528,2,217m2
appartment,22950,2,130m2
appartment,755716,2,143m2
appartment,515597,4,198m2
appartment,192723,5,194m2
appartment,958929,2,214m2
appartment,41678,5,158m2
house,900600,4,166m2
appartment,272167,2,219m2
appartment,164675,4,183m2
appartment,832804,4,171m2
appartment,747209,4,172m2
house,949745,3,144m2
house,130333,5,210m2
appartment,978364,4,215m2
appartment,788118,4,174m2
appartment,179422,5,189m2
appartment,269172,4,232m2
appartment,793789,4,135m2
appartment,216991,5,189m2
house,589146,5,242m2
appartment,567,5,202m2
appartment,914986,5,211m2
appartment,435454,2,191m2
appartment,475853,5,207m2
house,899185,2,206m2
appartment,102763,4,220m2
appartment,460390,2,213m2
appartment,525453,2,224m2
house,222530,5,204m2
appartment,308765,2,161m2
house,59829,3,208m2
appartment,695129,4,171m2
appartment,232081,4,225m2
appartment,216303,3,236m2
appartment,911880,4,170m2
appartment,802122,3,238m2
appartment,9829,2,189m2
appartment,77442,3,225m2
house,151183,5,219m2
appartment,270625,4,137m2
house,182811,2,180m2
appartment,968390,5,195m2
appartment,496032,4,170m2
appartment,502180,2,169m2
house,466434,5,154m2
house,595189,2,246m2
appartment,925564,2,246m2
house,700234,4,144m2
house,996606,3,135m2
appartment,809929,3,155m2
appartment,97094,5,202m2
appartment,630092,3,191m2
appartment,695987,4,175m2
house,671069,3,216m2
appartment,787465,5,194m2
appartment,456048,2,237m2
appartment,111030,4,202m2
appartment,426107,3,177m2
appartment,409462,3,194m2
appartment,405379,5,167m2
appartment,234392,4,189m2
house,430757,2,245m2
appartment,501724,3,214m2
appartment,37292,2,176m2
appartment,861755,4,242m2
appartment,326007,5,246m2
house,28068,5,203m2
appartment,399868,4,210m2
house,999598,5,168m2
house,191475,5,243m2
appartment,61013,4,187m2
house,700128,5,236m2
appartment,948065,4,148m2
house,898697,5,155m2
appartment,244723,2,246m2
appartment,177864,5,223m2
house,761993,4,239m2
appartment,404996,5,165m2
appartment,896813,3,157m2
appartment,369479,4,137m2
house,819567,4,224m2
house,102311,4,162m2
appartment,140978,2,239m2
house,899693,2,178m2
house,132485,5,167m2
appartment,103717,5,214m2
house,131666,5,165m2
appartment,277406,3,249m2
appartment,218098,3,243m2
appartment,70661,3,139m2
appartment,185062,5,180m2
appartment,995190,3,245m2
appartment,514821,5,203m2
appartment,409366,4,226m2
house,468240,4,210m2
house,417956,5,142m2
appartment,964910,3,188m2
appartment,778736,5,230m2
appartment,282752,3,159m2
appartment,883154,2,242m2
appartment,46085,5,165m2
appartment,558352,5,200m2
appartment,866540,3,175m2
appartment,94309,4,199m2
house,182195,2,219m2
appartment,733742,5,156m2
house,427919,5,227m2
house,438448,2,213m2
appartment,392704,3,132m2
appartment,832110,3,207m2
appartment,583290,2,174m2
appartment,317770,2,173m2
house,738984,5,155m2
appartment,606911,3,218m2
appartment,335039,2,209m2
house,622632,3,149m2
house,545822,4,192m2
appartment,327461,2,189m2
appartment,352863,5,228m2
appartment,747663,4,150m2
appartment,198438,4,155m2
appartment,521539,4,138m2
house,377506,3,155m2
appartment,588805,2,235m2
appartment,226365,3,187m2
appartment,765475,4,219m2
appartment,130760,5,191m2
appartment,522799,5,135m2
appartment,233264,2,221m2
house,681680,2,186m2
appartment,490673,4,195m2
appartment,14781,2,137m2
appartment,359723,2,130m2
appartment,529174,3,238m2
appartment,699702,2,245m2
appartment,11591,2,152m2
appartment,215253,5,167m2
appartment,829726,2,157m2
house,19141,3,209m2
appartment,414279,3,197m2
appartment,193824,5,203m2
appartment,438571,5,231m2
house,640805,5,207m2
house,521872,4,214m2
appartment,888321,4,145m2
house,416050,3,146m2
appartment,241976,2,182m2
appartment,813765,3,248m2
appartment,441080,3,224m2
appartment,390577,3,144m2
appartment,833150,4,145m2
appartment,154329,2,209m2
appartment,350649,5,241m2
house,284796,4,174m2
house,488232,3,231m2
appartment,608418,3,144m2
appartment,169753,5,166m2
appartment,915861,4,186m2
house,935185,4,219m2
appartment,255093,4,205m2
appartment,751987,4,235m2
house,449137,3,140m2
appartment,201133,2,212m2
house,437890,5,166m2
house,769904,5,188m2
appartment,511083,4,194m2
appartment,505369,2,228m2
house,907530,3,237m2
house,603266,5,141m2
appartment,89491,4,192m2
appartment,838740,5,158m2
house,122073,3,248m2
house,894107,3,219m2
appartment,358505,4,204m2
house,765425,4,180m2
house,360757,5,131m2
appartment,163791,5,196m2
appartment,504520,3,210m2
appartment,510613,3,250m2
house,106409,5,240m2
appartment,744691,3,236m2
house,731653,2,136m2
appartment,491033,4,250m2
house,720999,5,175m2
appartment,463555,2,235m2
appartment,440511,5,169m2
house,602027,3,212m2
house,138214,4,153m2
appartment,443806,3,168m2
appartment,987764,2,214m2
appartment,887065,5,150m2
house,674621,3,156m2
appartment,120064,3,228m2
appartment,495172,3,177m2
house,342165,2,191m2
appartment,368013,3,180m2
appartment,877471,2,210m2
appartment,418285,5,177m2
appartment,290359,3,137m2
house,170051,3,168m2
appartment,570338,3,242m2
appartment,977531,2,242m2
appartment,421038,3,236m2
appartment,46651,2,183m2
house,882512,2,197m2
house,508837,3,184m2
appartment,21100,4,235m2
appartment,868982,4,231m2
appartment,238792,3,203m2
house,885583,2,215m2
appartment,175593,2,167m2
appartment,888925,4,170m2
appartment,267527,2,202m2
house,24406,5,153m2
house,935854,2,202m2
house,924023,5,218m2
appartment,225525,2,247m2
appartment,895491,2,213m2
house,517978,2,136m2
house,699879,4,205m2
appartment,127021,2,250m2
appartment,310315,4,131m2
appartment,87177,2,190m2
appartment,269123,2,145m2
appartment,868277,5,204m2
appartment,354859,4,155m2
house,207609,3,163m2
appartment,122638,2,211m2
appartment,657859,3,185m2
house,594649,2,145m2
house,268946,5,232m2
appartment,600813,3,132m2
appartment,916610,2,222m2
appartment,193608,4,132m2
appartment,436324,5,207m2
appartment,577364,5,178m2
house,846299,3,185m2
appartment,795408,2,229m2
house,364707,5,228m2
appartment,345798,4,149m2
appartment,313961,5,216m2
house,392705,3,174m2
appartment,130985,3,191m2
house,228562,5,157m2
house,738418,3,234m2
house,179299,2,187m2
appartment,792783,3,148m2
house,618694,5,143m2
appartment,92167,5,133m2
house,998120,5,203m2
house,950210,2,141m2
house,895462,4,191m2
appartment,179624,5,214m2
appartment,293357,5,182m2
appartment,55710,5,167m2
appartment,601269,5,147m2
appartment,264833,5,172m2
house,552548,4,181m2
house,926708,5,178m2
house,969864,2,215m2
appartment,879486,4,164m2
appartment,344492,5,231m2
appartment,137406,3,220m2
appartment,910641,3,179m2
house,562200,3,167m2
appartment,522102,3,132m2
appartment,950255,4,147m2
appartment,921770,5,186m2
appartment,738103,5,212m2
house,795694,2,242m2
appartment,452138,2,219m2
appartment,163250,5,199m2
appartment,557778,2,208m2
house,741183,2,233m2
appartment,339437,2,200m2
appartment,8613,4,250m2
appartment,513204,2,176m2
appartment,213791,2,207m2
appartment,838012,2,167m2
appartment,339464,3,215m2
appartment,742118,5,192m2
appartment,910198,4,202m2
house,773959,2,151m2
appartment,44346,3,178m2
appartment,219024,3,244m2
appartment,70259,2,173m2
appartment,518534,5,238m2
house,258065,3,211m2
appartment,123796,4,134m2
appartment,757689,4,242m2
appartment,96140,2,175m2
appartment,748184,4,157m2
appartment,601137,5,173m2
house,609370,4,174m2
appartment,980795,4,153m2
appartment,28450,4,160m2
appartment,187696,3,249m2
appartment,728783,4,242m2
appartment,852270,4,225m2
house,837217,3,173m2
appartment,886762,5,249m2
house,286188,5,234m2
house,246669,5,213m2
house,255321,5,140m2
house,98606,3,140m2
appartment,684520,5,134m2
appartment,920435,2,232m2
appartment,560678,2,175m2
appartment,492346,5,233m2
appartment,753598,3,232m2
appartment,553887,2,152m2
appartment,702828,2,243m2
appartment,421055,4,228m2
appartment,163737,4,171m2
appartment,671715,2,211m2
appartment,631002,2,236m2
house,451202,2,130m2
appartment,464663,4,187m2
house,425936,4,178m2
appartment,344095,2,219m2
house,75290,2,233m2
appartment,957293,5,200m2
appartment,460580,2,165m2
appartment,615340,5,136m2
house,633430,3,193m2
appartment,69663,5,219m2
appartment,9075,2,152m2
house,368689,4,164m2
appartment,201402,2,194m2
appartment,486666,5,163m2
appartment,569340,2,231m2
house,554824,3,160m2
appartment,309938,4,172m2
appartment,840064,2,230m2
appartment,392171,3,243m2
house,240496,4,187m2
house,123902,5,169m2
house,315428,4,189m2
appartment,68648,2,218m2
appartment,182051,5,181m2
house,865437,5,224m2
appartment,544830,3,242m2
appartment,718345,3,154m2
house,961180,2,241m2
appartment,785950,3,151m2
appartment,805156,5,138m2
house,4466,2,196m2
house,718738,4,201m2
house,897002,5,245m2
house,104687,4,173m2
house,906463,5,222m2
appartment,210394,4,205m2
appartment,156387,5,185m2
house,773450,5,208m2
appartment,632179,3,161m2
appartment,614498,2,239m2
house,927673,2,183m2
appartment,983949,3,204m2
appartment,866106,5,187m2
appartment,566135,3,143m2
house,215450,3,232m2
appartment,997210,5,148m2
house,857252,5,134m2
appartment,230834,5,239m2
appartment,624049,5,152m2
appartment,176813,2,192m2
house,736888,3,246m2
house,167805,2,228m2
house,430701,3,223m2
house,180543,4,204m2
house,350375,2,189m2
house,446620,2,248m2
appartment,859400,4,213m2
appartment,178977,5,208m2
appartment,806212,5,236m2
appartment,58973,5,132m2
house,55709,3,227m2
appartment,663397,4,236m2
house,106610,4,173m2
house,420123,2,140m2
appartment,971341,2,151m2
house,16479,4,173m2
appartment,358188,4,208m2
appartment,625049,5,245m2
appartment,51732,5,239m2
appartment,160524,5,130m2
house,151436,2,184m2
appartment,650107,2,136m2
house,415320,2,178m2
appartment,845960,3,234m2
appartment,423924,2,230m2
house,445196,3,165m2
appartment,865280,3,245m2
appartment,135238,4,214m2
appartment,180256,2,242m2
appartment,953467,3,175m2
appartment,719258,5,234m2
appartment,54810,3,168m2
appartment,262988,4,176m2
appartment,958499,4,142m2
appartment,208650,4,223m2
house,339122,4,180m2
house,573083,3,166m2
appartment,218227,3,242m2
house,769599,5,190m2
house,437008,5,186m2
appartment,900975,3,199m2
appartment,341372,4,238m2
house,569126,5,240m2
house,177914,5,165m2
house,148754,5,234m2
appartment,26408,3,184m2
appartment,995708,5,217m2
appartment,358627,2,208m2
appartment,388301,4,187m2
house,789707,2,225m2
house,497603,5,157m2
house,275339,2,199m2
appartment,452086,2,230m2
appartment,721186,4,189m2
appartment,44696,4,245m2
appartment,66035,5,181m2
appartment,587400,3,196m2
appartment,981826,4,196m2
house,866565,2,219m2
appartment,281564,3,132m2
house,206750,4,180m2
appartment,36436,5,143m2
house,354838,4,164m2
house,195989,4,169m2
appartment,715395,3,208m2
appartment,947141,2,138m2
appartment,866618,2,240m2
appartment,426245,3,152m2
appartment,591980,5,209m2
appartment,88444,3,212m2
appartment,847206,4,135m2
house,705949,4,219m2
house,887129,2,187m2
appartment,779095,2,174m2
appartment,207723,5,188m2
appartment,584498,2,185m2
appartment,141019,3,175m2
appartment,484315,4,193m2
house,136415,2,152m2
house,874423,3,225m2
appartment,722943,5,184m2
appartment,962699,2,136m2
appartment,558597,2,218m2
appartment,651947,2,241m2
appartment,895423,2,133m2
appartment,52961,3,193m2
appartment,180643,2,248m2
appartment,439186,5,235m2
house,11634,3,170m2
appartment,207102,5,233m2
appartment,261647,5,180m2
appartment,392521,3,176m2
appartment,634238,2,142m2
appartment,345304,2,236m2
appartment,214209,4,141m2
appartment,8074,4,171m2
appartment,586501,4,238m2
appartment,400812,4,240m2
house,736154,3,155m2
appartment,578356,5,214m2
appartment,929535,2,229m2
appartment,460062,5,140m2
appartment,515307,2,236m2
appartment,271315,2,242m2
appartment,311676,5,250m2
appartment,453424,3,174m2
appartment,976418,5,159m2
appartment,936484,2,214m2
appartment,909020,2,153m2
appartment,961647,2,235m2
appartment,592983,2,132m2
house,621825,4,195m2
house,461849,3,146m2
appartment,922167,5,224m2
house,449305,3,182m2
appartment,71599,2,245m2
house,727872,5,202m2
house,364707,3,158m2
appartment,957754,5,226m2
house,535233,2,213m2
appartment,82369,4,165m2
house,333555,2,130m2
appartment,300464,4,249m2
house,261029,5,226m2
house,306799,5,159m2
appartment,532594,5,130m2
appartment,413662,5,239m2
appartment,918565,3,131m2
appartment,304161,2,181m2
appartment,69668,3,172m2
appartment,714089,2,227m2
appartment,668792,5,155m2
house,590425,5,208m2
appartment,510309,4,139m2
appartment,625885,3,222m2
house,562164,2,182m2
appartment,193960,3,130m2
appartment,675712,4,247m2
appartment,312212,3,170m2
appartment,805340,3,182m2
house,460309,2,236m2
appartment,960758,2,239m2
appartment,682882,2,227m2
house,525305,3,158m2
house,369685,2,141m2
appartment,794577,5,244m2
appartment,543775,5,147m2
house,586932,4,164m2
house,915997,2,206m2
appartment,905285,3,243m2
appartment,255137,3,249m2
appartment,878248,3,161m2
house,291072,5,227m2
appartment,366513,3,144m2
house,413913,5,194m2
house,585340,5,187m2
appartment,378151,3,165m2
appartment,156602,2,237m2
appartment,463107,5,194m2
appartment,747468,5,177m2
appartment,815086,3,173m2
appartment,887624,5,142m2
appartment,188302,2,130m2
house,837329,5,213m2
appartment,947430,3,184m2
appartment,22024,5,177m2
appartment,750231,4,196m2
house,106750,5,198m2
appartment,968373,4,169m2
house,994859,3,195m2
appartment,711651,2,240m2
appartment,143892,4,244m2
appartment,225111,3,167m2
appartment,495604,4,159m2
appartment,631077,3,245m2
appartment,937406,3,216m2
house,382768,2,224m2
appartment,299147,2,177m2
appartment,198299,3,203m2
house,530980,3,180m2
appartment,591361,3,246m2
appartment,721159,2,250m2
appartment,177525,2,130m2
appartment,10083,2,183m2
appartment,566836,2,219m2
house,575917,3,163m2
appartment,222351,3,194m2
house,289576,4,168m2
house,209434,5,234m2
house,497297,5,135m2
appartment,406,5,216m2
appartment,577834,5,240m2
appartment,92531,4,169m2
house,770547,3,196m2
appartment,351195,3,218m2
appartment,529398,3,166m2
house,152459,5,245m2
appartment,263913,2,208m2
appartment,322985,2,236m2
appartment,269703,5,229m2
appartment,144508,4,131m2
appartment,893871,2,151m2
appartment,618594,5,222m2
appartment,148528,4,223m2
house,938669,4,222m2
appartment,868696,3,246m2
house,467116,2,179m2
appartment,733953,4,131m2
appartment,957735,5,171m2
house,600210,3,205m2
appartment,114483,4,181m2
appartment,124270,4,233m2
appartment,699410,2,172m2
appartment,783153,3,224m2
appartment,228236,4,152m2
appartment,7445,5,164m2
appartment,312581,4,229m2
appartment,424502,4,213m2
appartment,20525,4,241m2
appartment,601233,5,165m2
house,50720,4,169m2
appartment,476423,3,156m2
appartment,383295,4,197m2
appartment,31423,4,180m2
appartment,754034,3,152m2
house,607614,5,206m2
appartment,372205,3,183m2
appartment,745394,5,145m2
appartment,822961,5,216m2
appartment,140309,5,132m2
appartment,626759,3,142m2
appartment,836414,2,209m2
appartment,318036,3,209m2
appartment,837010,2,159m2
appartment,347154,2,219m2
house,77680,5,221m2
house,571202,2,200m2
appartment,747819,3,229m2
appartment,705315,5,227m2
appartment,997468,4,215m2
appartment,348530,3,209m2
appartment,68503,4,139m2
house,42443,2,229m2
house,28200,5,233m2
appartment,653491,4,174m2
house,832220,2,184m2
appartment,440232,3,130m2
appartment,370949,3,156m2
house,541596,2,175m2
appartment,818539,5,141m2
appartment,478063,4,191m2
appartment,487341,3,212m2
appartment,663687,4,209m2
appartment,991038,2,170m2
appartment,801655,5,218m2
house,657451,4,248m2
appartment,727183,5,199m2
house,50869,2,198m2
house,22304,5,247m2
house,567724,3,138m2
appartment,125745,5,204m2
appartment,526355,5,213m2
appartment,626412,3,130m2
appartment,644854,2,212m2
appartment,605089,2,216m2
house,362702,4,202m2
appartment,85846,4,208m2
appartment,716664,4,183m2
appartment,324261,2,167m2
appartment,333178,2,156m2
appartment,783651,3,184m2
appartment,105953,5,172m2
appartment,618331,4,156m2
appartment,502741,3,241m2
house,468055,3,205m2
appartment,531991,5,154m2
house,228187,2,203m2
house,427406,2,134m2
appartment,879057,4,234m2
house,802532,2,155m2
appartment,641934,3,145m2
appartment,813594,3,166m2
appartment,308406,2,177m2
appartment,173824,5,144m2
appartment,309990,2,225m2
house,744939,2,239m2
appartment,756519,2,206m2
appartment,427137,4,157m2
appartment,613352,5,156m2
appartment,924039,4,180m2
appartment,611953,4,170m2
house,361971,5,240m2
house,109702,5,153m2
house,762660,4,161m2
appartment,661396,2,210m2
appartment,694352,5,155m2
house,540019,3,148m2
house,709117,5,170m2
appartment,209238,5,147m2
appartment,99594,3,213m2
appartment,205758,3,219m2
appartment,252762,5,170m2
house,953449,5,231m2
appartment,912145,5,250m2
appartment,33666,5,212m2
appartment,772456,3,199m2
house,223146,4,173m2
house,135111,5,185m2
house,391567,3,217m2
house,482660,5,176m2
appartment,65149,4,142m2
house,750625,4,230m2
house,272836,5,203m2
appartment,504183,4,241m2
appartment,56292,2,171m2
appartment,578099,5,166m2
house,543613,3,167m2
appartment,5191,4,189m2
house,259350,3,184m2
house,239963,5,172m2
house,479906,3,211m2
appartment,596475,2,153m2
house,766392,4,243m2
appartment,961433,4,215m2
appartment,496275,4,232m2
house,908664,3,195m2
appartment,329672,3,210m2
appartment,126732,5,233m2
appartment,97772,5,248m2
appartment,662488,5,220m2
appartment,187295,5,135m2
house,741096,4,177m2
appartment,193430,2,135m2
house,801553,4,134m2
house,473939,5,243m2
appartment,413114,5,185m2
appartment,288125,2,189m2
appartment,857706,2,155m2
appartment,12899,2,189m2
appartment,349211,2,133m2
appartment,662587,5,223m2
appartment,41263,4,235m2
appartment,995836,4,230m2
appartment,290751,5,189m2
appartment,387492,5,154m2
appartment,547173,5,167m2
appartment,726735,3,244m2
appartment,26161,5,221m2
appartment,801362,4,143m2
appartment,162599,5,216m2
appartment,944942,4,213m2
appartment,278153,5,214m2
appartment,849478,5,209m2
house,395009,3,247m2
appartment,635606,2,132m2
house,882772,5,186m2
appartment,53621,5,141m2
house,706763,3,242m2
house,974678,3,165m2
house,186666,5,236m2
appartment,155300,2,197m2
appartment,282002,5,161m2
house,578041,2,230m2
appartment,735796,5,161m2
appartment,116482,4,164m2
house,241856,4,223m2
appartment,893211,2,207m2
appartment,465134,4,232m2
appartment,412063,5,184m2
appartment,784213,2,248m2
appartment,752995,4,192m2
house,334935,4,220m2
appartment,843878,3,179m2
appartment,57382,2,243m2
appartment,987135,5,161m2
appartment,694392,3,191m2
appartment,579328,5,134m2
appartment,639611,5,222m2
appartment,753994,4,138m2
appartment,915681,4,194m2
appartment,874109,5,213m2
appartment,128146,2,222m2
appartment,167085,5,168m2
appartment,315376,5,217m2
house,455615,2,134m2
appartment,532125,5,229m2
appartment,475114,5,243m2
appartment,914884,4,139m2
house,530217,3,236m2
appartment,376915,5,237m2
appartment,69990,2,145m2
appartment,795675,4,217m2
appartment,990610,2,188m2
appartment,202815,3,216m2
appartment,101214,2,236m2
appartment,814782,5,198m2
appartment,431055,5,184m2
house,733565,3,226m2
appartment,807065,5,166m2
appartment,366009,4,166m2
appartment,319056,3,246m2
appartment,237869,3,151m2
appartment,160798,4,169m2
appartment,932266,4,233m2
appartment,880470,3,156m2
appartment,935070,3,215m2
appartment,520877,3,246m2
house,253004,3,184m2
appartment,247145,2,178m2
house,472298,2,164m2
appartment,970987,5,222m2
appartment,627066,5,131m2
appartment,258567,4,154m2
house,842120,4,142m2
appartment,566244,2,154m2
appartment,900370,3,194m2
appartment,459631,3,179m2
appartment,885492,5,245m2
appartment,240699,2,248m2
appartment,34791,3,178m2
appartment,779720,2,184m2
appartment,556897,5,140m2
appartment,798278,4,206m2
house,869553,4,141m2
house,73342,3,146m2
appartment,153861,3,236m2
appartment,71468,3,162m2
appartment,313131,2,151m2
house,396195,2,167m2
appartment,510305,4,150m2
house,114802,4,226m2
house,596065,5,217m2
appartment,104906,5,245m2
appartment,459596,5,192m2
appartment,468843,3,187m2
appartment,942928,5,248m2
appartment,898283,3,202m2
appartment,628628,3,222m2
appartment,330333,3,230m2
appartment,178611,4,195m2
appartment,471856,4,134m2
appartment,420442,5,207m2
house,357384,2,201m2
house,883222,2,158m2
house,99644,3,247m2
appartment,89653,2,133m2
appartment,451208,2,171m2
appartment,64759,2,209m2
appartment,491022,2,201m2
appartment,426369,3,148m2
appartment,893076,2,239m2
appartment,107166,4,212m2
house,659374,4,150m2
appartment,294337,5,145m2
house,825636,3,160m2
appartment,722950,2,230m2
house,410396,2,151m2
house,262593,3,146m2
house,104296,4,238m2
house,743055,4,245m2
appartment,541130,4,180m2
house,531410,4,160m2
appartment,195879,3,207m2
house,578066,5,242m2
house,776226,5,210m2
house,385788,5,132m2
appartment,836838,2,199m2
house,631894,5,239m2
house,409983,2,246m2
house,911592,3,146m2
appartment,729407,2,177m2
appartment,191320,2,207m2
appartment,26054,3,154m2
appartment,697006,2,243m2
appartment,179840,4,233m2
house,900488,4,184m2
appartment,219484,5,132m2
house,355680,4,180m2
house,235143,2,227m2
appartment,960819,2,201m2
house,209056,2,142m2
appartment,657566,5,174m2
appartment,95813,4,150m2
appartment,636514,3,146m2
house,393564,5,240m2
appartment,844387,2,170m2
house,376223,5,152m2
house,247586,3,191m2
appartment,178414,4,232m2
appartment,345964,4,220m2
appartment,902516,2,136m2
appartment,75248,3,234m2
appartment,703048,5,211m2
house,336521,4,183m2
appartment,598511,5,140m2
appartment,974044,3,250m2
appartment,54467,4,172m2
appartment,547862,4,145m2
appartment,80879,2,204m2
appartment,195560,5,249m2
house,579911,3,223m2
house,886636,3,163m2
house,398683,5,226m2
appartment,697454,2,175m2
appartment,105371,2,143m2
appartment,227533,2,215m2
appartment,641070,2,140m2
house,436980,2,183m2
appartment,415840,2,184m2
appartment,118519,5,194m2
appartment,691426,3,193m2
appartment,249544,3,177m2
appartment,235493,4,157m2
appartment,8871,3,176m2
appartment,93153,3,186m2
appartment,463715,5,141m2
house,609912,2,131m2
appartment,934569,5,164m2
house,35323,5,247m2
house,340712,4,227m2
appartment,160097,4,165m2
house,607276,5,220m2
appartment,889480,2,210m2
house,103958,5,238m2
appartment,729605,5,171m2
appartment,778251,3,149m2
house,973115,3,208m2
appartment,367962,5,180m2
house,138801,4,250m2
house,996664,3,187m2
appartment,705501,4,227m2
appartment,155132,4,131m2
appartment,93451,4,174m2
appartment,244898,5,150m2
house,174033,3,176m2
house,637052,2,147m2
appartment,599487,3,134m2
appartment,103452,5,163m2
house,960846,2,242m2
appartment,301024,2,177m2
house,297049,2,153m2
appartment,959652,5,185m2
appartment,359049,2,200m2
house,529571,4,223m2
appartment,238025,5,132m2
appartment,214257,3,178m2
house,317491,4,164m2
appartment,177352,3,240m2
appartment,337789,4,166m2
house,944484,2,192m2
appartment,378083,2,133m2
house,750191,3,150m2
house,654263,5,224m2
house,848135,5,206m2
appartment,835354,3,223m2
appartment,521301,5,237m2
appartment,660588,5,163m2
appartment,740061,3,188m2
appartment,38229,3,238m2
appartment,661445,2,187m2
appartment,438240,2,250m2
house,739506,3,224m2
appartment,194478,3,204m2
house,161266,5,142m2
appartment,869200,2,172m2
appartment,718726,4,176m2
house,78726,3,184m2
appartment,202221,2,164m2
appartment,222970,2,231m2
appartment,114427,3,168m2
appartment,264622,5,158m2
appartment,393846,2,147m2
house,947307,4,216m2
appartment,682752,2,137m2
appartment,454582,5,248m2
appartment,220579,3,237m2
appartment,462466,3,243m2
appartment,230056,5,148m2
appartment,613696,5,249m2
appartment,32640,5,171m2
appartment,102171,5,231m2
appartment,760393,5,185m2
house,760410,5,250m2
appartment,704608,3,196m2
appartment,814201,5,190m2
appartment,502112,5,199m2
house,367537,4,130m2
appartment,741799,3,164m2
appartment,73709,2,250m2
appartment,805020,2,172m2
appartment,886271,5,244m2
appartment,547125,5,142m2
house,15042,3,207m2
house,696433,2,203m2
appartment,847295,3,209m2
house,470370,5,248m2
appartment,759330,3,140m2
appartment,849298,4,195m2
house,633595,3,157m2
appartment,156601,4,138m2
appartment,360293,5,138m2
appartment,85077,4,165m2
appartment,517847,2,159m2
appartment,600420,4,163m2
house,523196,2,194m2
appartment,724665,5,194m2
appartment,774130,4,150m2
appartment,526244,3,177m2
appartment,924562,4,194m2
house,194918,3,141m2
appartment,169765,5,133m2
appartment,86304,4,220m2
appartment,816647,3,134m2
appartment,865809,4,138m2
appartment,231378,3,179m2
appartment,416105,5,193m2
appartment,521249,5,161m2
house,830008,2,231m2
appartment,673996,2,166m2
house,534642,4,174m2
appartment,318814,3,170m2
appartment,518917,2,222m2
appartment,885590,4,218m2
appartment,368570,3,166m2
appartment,46090,4,249m2
appartment,223760,5,156m2
appartment,9686,2,201m2
appartment,473552,4,177m2
house,810799,4,156m2
house,734696,4,223m2
appartment,590566,5,201m2
house,99486,4,159m2
appartment,744283,4,237m2
appartment,903343,2,156m2
appartment,616354,5,217m2
appartment,252931,2,138m2
appartment,16456,5,159m2
appartment,751288,3,159m2
house,464610,4,161m2
appartment,614571,4,190m2
house,356973,5,167m2
house,731895,2,186m2
house,930759,4,228m2
appartment,578266,5,165m2
appartment,928074,2,191m2
appartment,958600,5,242m2
house,927832,4,158m2
appartment,514230,2,191m2
house,351099,2,148m2
house,576537,3,198m2
house,299498,4,240m2
appartment,902834,4,136m2
appartment,332963,2,206m2
appartment,792684,4,219m2
appartment,287192,5,233m2
appartment,529752,2,197m2
appartment,355704,3,197m2
appartment,134133,3,237m2
house,173759,2,144m2
appartment,965017,3,198m2
appartment,773486,2,159m2
appartment,272409,3,184m2
house,220132,3,177m2
appartment,465094,2,249m2
appartment,76897,4,173m2
appartment,420517,2,160m2
house,603935,2,248m2
appartment,543883,3,150m2
house,695986,3,172m2
appartment,385250,5,246m2
house,501185,5,238m2
appartment,613625,5,132m2
house,555891,3,177m2
appartment,958304,4,201m2
house,237033,5,210m2
house,587871,5,227m2
house,203329,2,134m2
house,352012,5,245m2
house,848795,2,158m2
appartment,896691,3,153m2
appartment,79117,2,204m2
appartment,920671,4,157m2
appartment,548397,4,230m2
appartment,364418,2,175m2
house,632460,3,236m2
appartment,598106,2,230m2
appartment,390847,4,223m2
house,968580,4,207m2
appartment,296451,3,149m2
appartment,346269,2,188m2
house,578867,4,153m2
appartment,736217,5,212m2
appartment,519021,2,137m2
house,531204,5,210m2
appartment,27344,4,216m2
appartment,117301,3,172m2
house,206460,5,245m2
appartment,377513,4,213m2
appartment,819891,2,231m2
house,105843,3,238m2
house,231336,5,193m2
appartment,819100,4,154m2
appartment,518303,2,161m2
house,321307,2,187m2
house,565267,2,152m2
appartment,517405,2,235m2
house,561044,5,142m2
house,231403,3,221m2
house,481985,2,163m2
house,753143,5,166m2
appartment,874988,3,209m2
appartment,36610,3,247m2
appartment,833519,2,162m2
appartment,208031,4,204m2
house,927922,5,191m2
house,42769,4,175m2
house,579688,3,198m2
appartment,428814,5,235m2
appartment,200135,4,175m2
appartment,978413,4,224m2
appartment,622293,5,202m2
house,43563,2,138m2
appartment,319596,4,178m2
appartment,228041,3,184m2
house,391701,2,203m2
appartment,58454,4,213m2
appartment,952622,4,214m2
appartment,439927,4,194m2
appartment,482266,5,156m2
appartment,545383,3,171m2
appartment,325470,4,174m2
appartment,306961,5,217m2
house,985071,4,192m2
appartment,769580,4,204m2
